StartDate,EndDate,Status,IPAddress,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,RecipientLastName,RecipientFirstName,RecipientEmail,ExternalReference,LocationLatitude,LocationLongitude,DistributionChannel,UserLanguage,Q79,Q8_Browser,Q8_Version,Q8_Operating System,Q8_Resolution,Q9,Q10,Q11,Q12,Q14,Q15,Q15_6_TEXT,Q16,Q16_4_TEXT,Q17,Q17_8_TEXT,SBSOD_1_1,SBSOD_2_1,SBSOD_3_1,SBSOD_4_1,SBSOD_5_1,SBSOD_6_1,SBSOD_7_1,SBSOD_8_1,SBSOD_9_1,SBSOD_10_1,SBSOD_11_1,SBSOD_12_1,SBSOD_13_1,SBSOD_14_1,SBSOD_15_1,VVIQ_1_Open_1,VVIQ_2_Open_1,VVIQ_3_Open_1,VVIQ_4_Open_1,VVIQ_5_Open_1,VVIQ_6_Open_1,VVIQ_7_Open_1,VVIQ_8_Open_1,VVIQ_9_Open_1,VVIQ_10_Open_1,VVIQ_11_Open_1,VVIQ_12_Open_1,VVIQ_13_Open_1,VVIQ_14_Open_1,VVIQ_15_Open_1,VVIQ_16_Open_1,VVIQ_1_Closed_1,VVIQ_2_Closed_1,VVIQ_3_Closed_1,VVIQ_4_Closed_1,VVIQ_5_Closed_1,VVIQ_6_Closed_1,VVIQ_7_Closed_1,VVIQ_8_Closed_1,VVIQ_9_Closed_1,VVIQ_10_Closed_1,VVIQ_11_Closed_1,VVIQ_12_Closed_1,VVIQ_13_Closed_1,VVIQ_14_Closed_1,VVIQ_15_Closed_1,VVIQ_16_Closed_1,Q95,id
2022-02-06 14:17:35,2022-02-06 14:28:53,IP Address,128.227.1.60,100,677,True,2022-02-06 14:28:53,R_4TM4jQdSOWKptHX,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,I agree to participate.,Chrome,98.0.4758.82,Windows NT 10.0,1536x864,18,12,english,right,female,woman,,bisexual,,black/afri-amer,,Somewhat disagree,Neutral,Disagree,Disagree,Strongly disagree,Somewhat agree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Strongly agree,Somewhat disagree,Strongly agree,Disagree,Neutral,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivd,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,46622
2022-02-06 14:20:21,2022-02-06 14:38:24,IP Address,128.227.41.10,100,1082,True,2022-02-06 14:38:24,R_u3A8aKND0ij0gnL,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,I agree to participate.,Chrome,97.0.4692.99,Macintosh,1440x900,18,12,english,not right,male,man,,heterosexual,,white,,Somewhat disagree,Neutral,Neutral,Agree,Neutral,Somewhat agree,Neutral,Agree,Neutral,Somewhat agree,Agree,Strongly disagree,Disagree,Disagree,Somewhat disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,ufbold5000,46531
2022-02-06 22:42:10,2022-02-06 22:42:10,IP Address,174.241.178.42,100,0,True,2022-02-06 22:42:10,R_3FQgBuVf3fZNIkA,,,,,28.5879058837890625,-81.22640228271484375,anonymous,EN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46551
2022-01-29 21:34:55,2022-01-31 01:04:49,IP Address,128.227.13.50,39,98993,False,2022-02-07 01:04:50,R_22VUwh15dUok2Hp,,,,,,,anonymous,EN,I agree to participate.,Firefox,96.0,Macintosh,1440x900,18,12,not english,right,female,woman,,heterosexual,,asian,,Somewhat disagree,Somewhat agree,Neutral,Disagree,Strongly disagree,Agree,Somewhat disagree,Agree,Neutral,Strongly agree,Somewhat agree,Somewhat disagree,Agree,Disagree,Somewhat agree,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46517
2022-02-06 18:28:22,2022-02-07 19:55:58,IP Address,128.227.39.80,100,91656,True,2022-02-07 19:55:59,R_2wExbudqwfDeUPY,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,I agree to participate.,Chrome,98.0.4758.80,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Somewhat agree,Agree,Somewhat agree,Somewhat disagree,Disagree,Somewhat agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Disagree,Strongly agree,Disagree,Somewhat disagree,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46551
2022-02-09 15:30:49,2022-02-09 16:07:58,IP Address,73.118.74.218,100,2229,True,2022-02-09 16:07:58,R_1ODjF91zlBH1Xd6,,,,,30.5218048095703125,-84.262603759765625,anonymous,EN,I agree to participate.,Chrome,98.0.4758.80,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,asian,,Disagree,Agree,Disagree,Disagree,Disagree,Agree,Neutral,Agree,Disagree,Agree,Agree,Disagree,Agree,Disagree,Agree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46524
2022-02-06 15:27:44,2022-02-06 16:02:43,IP Address,35.142.235.126,97,2099,False,2022-02-13 16:02:52,R_2XhedMSJK46L7pS,,,,,,,anonymous,EN,I agree to participate.,Safari,15.2,Macintosh,834x1112,18,11,not english,right,male,man,,heterosexual,,asian,,Somewhat disagree,Neutral,Neutral,Somewhat disagree,Agree,Neutral,Disagree,Neutral,Neutral,Neutral,Agree,Somewhat agree,Strongly agree,Somewhat disagree,Agree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivd,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,,46526
2022-02-06 16:17:51,2022-02-06 16:23:57,IP Address,35.142.235.126,99,365,False,2022-02-13 16:24:03,R_3MzAMrdvYPKgLsL,,,,,,,anonymous,EN,I agree to participate.,Edge,97.0.1072.76,Windows NT 10.0,1536x864,18,11,not english,right,male,man,,heterosexual,,asian,,Somewhat disagree,Agree,Neutral,Somewhat disagree,Agree,Agree,Disagree,Neutral,Somewhat disagree,Agree,Strongly agree,Somewhat agree,Strongly agree,Disagree,Agree,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,"No image at all, you only ""know"" that you are thinking of an object",Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,,46526
2022-02-07 19:56:22,2022-02-07 20:56:40,IP Address,128.227.39.80,97,3617,False,2022-02-14 20:56:42,R_AF2V03qrIq1nRx7,,,,,,,anonymous,EN,I agree to participate.,Chrome,98.0.4758.80,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Neutral,Agree,Somewhat agree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Somewhat agree,Agree,Agree,Somewhat disagree,Agree,Somewhat agree,Somewhat agree,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,,46551
2022-02-08 09:44:29,2022-02-08 09:58:00,IP Address,128.227.1.57,99,810,False,2022-02-15 09:58:49,R_RzwKDOoBdAmXlq9,,,,,,,anonymous,EN,I agree to participate.,Chrome,93.0.4577.82,Macintosh,1440x900,18,12,english,right,male,man,,heterosexual,,white,,Neutral,Somewhat disagree,Somewhat agree,Somewhat agree,Disagree,Somewhat agree,Agree,Somewhat disagree,Somewhat agree,Somewhat disagree,Agree,Somewhat disagree,Agree,Somewhat disagree,Neutral,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,46545
2022-02-08 19:41:03,2022-02-08 19:48:33,IP Address,174.64.129.64,97,450,False,2022-02-15 19:48:37,R_3EjcIY7cvOOYMwZ,,,,,,,anonymous,EN,I agree to participate.,Chrome,98.0.4758.81,Windows NT 10.0,1280x720,19,14,english,right,female,woman,,heterosexual,,white,,Strongly agree,Somewhat agree,Somewhat agree,Strongly agree,Strongly agree,Somewhat disagree,Disagree,Strongly disagree,Agree,Strongly disagree,Strongly disagree,Strongly disagree,Neutral,Strongly agree,Strongly disagree,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,,46716
2022-02-07 13:08:39,2022-02-10 09:29:09,IP Address,128.227.1.2,97,246030,False,2022-02-17 09:29:15,R_3NPVqXURsHAfRUo,,,,,,,anonymous,EN,I agree to participate.,Chrome,96.0.4664.110,Macintosh,1440x900,20,13,english,right,female,woman,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Somewhat agree,Neutral,Somewhat disagree,Somewhat disagree,Agree,Neutral,Disagree,Somewhat agree,Disagree,Somewhat disagree,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,,46559
2022-02-10 16:49:24,2022-02-10 17:17:59,IP Address,128.227.1.58,97,1715,False,2022-02-17 17:18:06,R_1LG3YmaO7WtcgEh,,,,,,,anonymous,EN,I agree to participate.,Safari,14.1,Macintosh,1440x900,18,12,english,right,female,woman,,heterosexual,,hisp,,Strongly agree,Disagree,Strongly agree,Strongly agree,Strongly disagree,Neutral,Neutral,Somewhat disagree,Somewhat agree,Disagree,Disagree,Disagree,Neutral,Agree,Disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,,46497
2022-03-01 08:44:06,2022-03-01 08:55:52,IP Address,128.227.1.57,100,705,True,2022-03-01 08:55:52,R_2WuPFCUM9tLguHs,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I agree to participate.,Safari,14.1,Macintosh,1440x900,19,12,english,right,male,man,,heterosexual,,white,,Strongly agree,Somewhat disagree,Strongly agree,Strongly agree,Disagree,Disagree,Neutral,Strongly disagree,Strongly agree,Somewhat agree,Disagree,Strongly disagree,Disagree,Strongly agree,Strongly agree,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,ufbold5000,46488
2022-03-01 12:18:55,2022-03-01 12:58:54,IP Address,184.185.222.15,100,2399,True,2022-03-01 12:58:54,R_2WPw3pHOXd5idfm,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Windows NT 10.0,1536x864,20,14,english,right,male,man,,heterosexual,,black/afri-amer,,Somewhat agree,Agree,Strongly disagree,Agree,Somewhat disagree,Neutral,Neutral,Agree,Somewhat agree,Disagree,Strongly agree,Disagree,Agree,Somewhat agree,Disagree,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,ufbold5000,46711
2022-03-01 13:41:38,2022-03-01 13:58:39,IP Address,128.227.32.133,100,1020,True,2022-03-01 13:58:39,R_2bWsvio1LOt7Jrn,,,,,28.0724029541015625,-82.560302734375,anonymous,EN,I agree to participate.,Chrome,98.0.4758.109,Macintosh,1920x1200,18,12,english,right,male,man,,heterosexual,,asian,,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Somewhat disagree,Somewhat disagree,Somewhat agree,Somewhat disagree,Neutral,Somewhat disagree,Neutral,Neutral,Somewhat agree,Somewhat disagree,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46617
2022-03-01 17:41:11,2022-03-01 18:13:32,IP Address,128.227.4.125,100,1940,True,2022-03-01 18:13:33,R_OfZUFkXO2XGMboR,,,,,29.6840057373046875,-82.3571014404296875,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Windows NT 10.0,1366x768,119,12,english,right,male,man,,heterosexual,,white,,Somewhat agree,Somewhat disagree,Somewhat disagree,Somewhat agree,Agree,Agree,Somewhat disagree,Somewhat disagree,Agree,Somewhat disagree,Somewhat agree,Disagree,Agree,Somewhat agree,Somewhat disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivd,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Clear and reasonably vivid,Vague and dim,Moderate clear and vivid,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,ufbold5000,46546
2022-03-02 16:34:44,2022-03-02 17:10:34,IP Address,173.169.150.72,100,2149,True,2022-03-02 17:10:34,R_3MhUY8IlHbD6ehk,,,,,28.195098876953125,-81.606201171875,anonymous,EN,I agree to participate.,Chrome,96.0.4664.55,Macintosh,1440x900,21,12,english,right,female,woman,,heterosexual,,hisp,,Strongly agree,Disagree,Neutral,Strongly agree,Strongly disagree,Somewhat disagree,Disagree,Disagree,Neutral,Strongly disagree,Strongly disagree,Strongly disagree,Disagree,Agree,Disagree,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Clear and reasonably vivid,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Perfectly clear and as vivid as normal vision,Perfectly clear and as vivid as normal vision,Moderate clear and vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,ufbold5000,46533
2022-03-02 20:03:19,2022-03-02 20:31:28,IP Address,128.227.1.59,100,1688,True,2022-03-02 20:31:28,R_3gUbatyPis8LVOP,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Windows NT 10.0,1368x912,19,14,english,right,female,woman,,heterosexual,,white,,Somewhat disagree,Disagree,Agree,Somewhat agree,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,Neutral,Neutral,Somewhat agree,Disagree,Agree,Disagree,Disagree,Vague and dim,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Vague and dim,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivd,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Moderate clear and vivid,Vague and dim,Moderate clear and vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,Clear and reasonably vivid,ufbold5000,46612
2022-03-02 20:41:49,2022-03-02 20:59:29,IP Address,128.227.20.17,100,1059,True,2022-03-02 20:59:30,R_3Hk57oV3GNZjb83,,,,,29.613800048828125,-82.3860015869140625,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Windows NT 10.0,1536x864,19,12,english,right,female,woman,,heterosexual,,white,,Agree,Disagree,Somewhat agree,Agree,Disagree,Somewhat agree,Somewhat disagree,Disagree,Somewhat disagree,Disagree,Neutral,Disagree,Somewhat agree,Somewhat disagree,Somewhat disagree,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Vague and dim,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",ufbold5000,46781
2022-03-02 21:01:38,2022-03-02 21:15:08,IP Address,128.227.20.17,100,810,True,2022-03-02 21:15:10,R_308GQWOsr7ZKe09,,,,,29.650299072265625,-82.348602294921875,anonymous,EN,I agree to participate.,Chrome,98.0.4758.102,Windows NT 10.0,1536x864,19,12,english,right,female,woman,,heterosexual,,white,,Strongly agree,Disagree,Agree,Agree,Disagree,Somewhat disagree,Disagree,Neutral,Neutral,Somewhat disagree,Neutral,Disagree,Somewhat agree,Somewhat disagree,Disagree,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object","No image at all, you only ""know"" that you are thinking of an object",Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,Vague and dim,"No image at all, you only ""know"" that you are thinking of an object",ufbold5000,46781
